"year","sample_id","farm_name","producer_name","producer_id","field_name","field_id","county","longitude","latitude","crop","texture","measurement","value"
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","na_cmolc_kg",0.1
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","na_mg_kg",23
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","cec_meq_100g",10.4
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","zn_mg_kg",0.2
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","mn_mg_kg",4.1
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","cu_mg_kg",1.5
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","fe_mg_kg",18
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","s_mg_kg",0.72
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","b_mg_kg",0.17
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","bd_g_cm3",1.28
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","wsa_percent",67.6
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","whc_in_ft",2.07
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","sand_percent",32
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","clay_percent",12
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","silt_percent",56
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","moisture_percent",10.33
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","ph",6.1
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","inorganic_c_percent",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","min_c_24hr_mg_c_kg_day",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","root_knot_nematodes_250g",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","root_lesion_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","stubby_root_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","stunt_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","pin_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","spiral_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","ring_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","stem_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","dagger_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","sheath_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","activity_nematodes_500cc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","amm_n_lbs_ac",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","nitrate_n_lbs_ac",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","bray_p_mg_kg",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","betagluc",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","awhc_g_g",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","paw_percent",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","pr0_15cm_psi",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","pr15_45cm_psi",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","infiltration_min_in",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","apple_bioassay",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","bean_bioassay",
2022,"D030301","Farm 03","Name 03",3,"Field 01",1,"D",-120,50,"Wheat","Silt Loam","larval_cyst_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","total_n_percent",0.09
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","total_c_percent",0.94
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","toc_percent",0.94
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","om_percent",1.6
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","poxc_mg_kg",201
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","min_c_96hr_mg_c_kg_day",27.7
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","amm_n_mg_kg",5.5
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","nitrate_n_mg_kg",3.1
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","ace_g_protein_kg_soil",5.06
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","pm_n_mg_kg",14.4
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","pm_n_lbs_ac",44.62
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","ec_mmhos_cm",0.34
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","olsen_p_mg_kg",23
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","k_mg_kg",374
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","ca_cmolc_kg",7.9
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","ca_mg_kg",1580
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","mg_cmolc_kg",2.5
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","mg_mg_kg",302.5
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","na_cmolc_kg",0.07
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","na_mg_kg",16.1
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","cec_meq_100g",11.2
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","zn_mg_kg",0.5
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","mn_mg_kg",2.2
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","cu_mg_kg",1.1
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","fe_mg_kg",12
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","s_mg_kg",3.1
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","b_mg_kg",0.23
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","bd_g_cm3",1.14
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","wsa_percent",69.2
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","whc_in_ft",2.02
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","sand_percent",33
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","clay_percent",13
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","silt_percent",54
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","moisture_percent",12.23
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","ph",6.6
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","inorganic_c_percent",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","min_c_24hr_mg_c_kg_day",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","root_knot_nematodes_250g",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","root_lesion_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","stubby_root_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","stunt_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","pin_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","spiral_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","ring_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","stem_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","dagger_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","sheath_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","activity_nematodes_500cc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","amm_n_lbs_ac",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","nitrate_n_lbs_ac",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","bray_p_mg_kg",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","betagluc",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","awhc_g_g",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","paw_percent",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","pr0_15cm_psi",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","pr15_45cm_psi",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","infiltration_min_in",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","apple_bioassay",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","bean_bioassay",
2022,"D030302","Farm 03","Name 03",3,"Field 02",2,"D",-120,50,"CRP/Conservation","Silt Loam","larval_cyst_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","total_n_percent",0.09
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","total_c_percent",0.87
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","toc_percent",0.87
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","om_percent",1.8
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","poxc_mg_kg",462
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","min_c_96hr_mg_c_kg_day",63.8
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","amm_n_mg_kg",3.3
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","nitrate_n_mg_kg",3
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","ace_g_protein_kg_soil",9.85
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","pm_n_mg_kg",30.2
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","pm_n_lbs_ac",99.27
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","ec_mmhos_cm",0.21
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","olsen_p_mg_kg",55
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","k_mg_kg",224
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","ca_cmolc_kg",6.4
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","ca_mg_kg",1280
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","mg_cmolc_kg",1.2
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","mg_mg_kg",145.2
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","na_cmolc_kg",0.1
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","na_mg_kg",23
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","cec_meq_100g",6
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","zn_mg_kg",20.1
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","mn_mg_kg",2.9
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","cu_mg_kg",1.4
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","fe_mg_kg",36
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","s_mg_kg",26.36
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","b_mg_kg",0.5
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","bd_g_cm3",1.21
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","wsa_percent",87.5
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","whc_in_ft",0.95
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","sand_percent",76
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","clay_percent",3
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","silt_percent",21
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","moisture_percent",11
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","ph",7
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","inorganic_c_percent",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","min_c_24hr_mg_c_kg_day",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","root_knot_nematodes_250g",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","root_lesion_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","stubby_root_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","stunt_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","pin_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","spiral_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","ring_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","stem_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","dagger_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","sheath_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","activity_nematodes_500cc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","amm_n_lbs_ac",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","nitrate_n_lbs_ac",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","bray_p_mg_kg",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","betagluc",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","awhc_g_g",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","paw_percent",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","pr0_15cm_psi",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","pr15_45cm_psi",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","infiltration_min_in",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","apple_bioassay",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","bean_bioassay",
2022,"D040401","Farm 04","Name 04",4,"Field 01",1,"D",-120,50,"Apple","Loamy Sand","larval_cyst_nematodes_500cc",
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","total_n_percent",0.1
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","total_c_percent",1.12
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","toc_percent",1.02
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","om_percent",2.3
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","poxc_mg_kg",432
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","min_c_96hr_mg_c_kg_day",60
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","amm_n_mg_kg",2.5
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","nitrate_n_mg_kg",2.2
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","ace_g_protein_kg_soil",9.54
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","pm_n_mg_kg",57.4
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","pm_n_lbs_ac",226.52
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","ec_mmhos_cm",0.03
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","olsen_p_mg_kg",22
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","k_mg_kg",181
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","ca_cmolc_kg",6.6
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","ca_mg_kg",1320
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","mg_cmolc_kg",1.2
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","mg_mg_kg",145.2
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","na_cmolc_kg",0.09
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","na_mg_kg",20.7
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","cec_meq_100g",7.3
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","zn_mg_kg",23.2
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","mn_mg_kg",1.5
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","cu_mg_kg",0.8
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","fe_mg_kg",12
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","s_mg_kg",9.61
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","b_mg_kg",0.64
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","bd_g_cm3",1.45
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","wsa_percent",86.8
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","whc_in_ft",1.1
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","sand_percent",71
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","clay_percent",2
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","silt_percent",27
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","moisture_percent",8.4
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","ph",7.4
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","inorganic_c_percent",0.1
2022,"D040402","Farm 04","Name 04",4,"Field 02",2,"D",-120,50,"Green Manure","Sandy Loam","min_c_24hr_mg_c_kg_day",
